symbol,marketCap,ipoYear,sector,industry,date,open,high,low,close,volume,adjclose
ABCD,$220.4M,-1,Consumer Services,Publishing,2015-01-09,1.74,1.75,1.74,1.75,10000,1.75
ABCD,$220.4M,-1,Consumer Services,Publishing,2015-01-08,1.75,1.79,1.74,1.79,24000,1.79
ABCD,$220.4M,-1,Consumer Services,Publishing,2015-01-07,1.81,1.84,1.72,1.75,12400,1.75
ABCD,$220.4M,-1,Consumer Services,Publishing,2015-01-06,1.73,1.75,1.67,1.73,24500,1.73
ABCD,$220.4M,-1,Consumer Services,Publishing,2015-01-05,1.65,1.85,1.65,1.77,16900,1.77
ABCD,$220.4M,-1,Consumer Services,Publishing,2015-01-02,1.78,1.78,1.76,1.76,400,1.76
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-31,1.66,1.84,1.65,1.66,33600,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-30,1.65,1.69,1.65,1.66,6200,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-29,1.64,1.66,1.64,1.66,1200,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-26,1.66,1.68,1.66,1.66,400,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-24,1.66,1.7,1.65,1.69,5800,1.69
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-23,1.66,1.74,1.65,1.66,10700,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-22,1.74,1.75,1.67,1.67,2200,1.67
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-19,1.54,1.66,1.54,1.65,26600,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-18,1.6,1.6,1.52,1.53,11100,1.53
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-17,1.6,1.61,1.6,1.61,1000,1.61
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-16,1.59,1.6,1.51,1.54,22800,1.54
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-15,1.57,1.65,1.52,1.57,23700,1.57
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-12,1.64,1.67,1.52,1.59,28300,1.59
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-11,1.61,1.62,1.61,1.62,5600,1.62
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-10,1.65,1.7,1.65,1.66,7000,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-09,1.61,1.65,1.6,1.65,22600,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-08,1.61,1.69,1.61,1.65,5700,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-05,1.66,1.72,1.66,1.69,12500,1.69
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-04,1.67,1.7,1.61,1.65,26300,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-03,1.7,1.75,1.62,1.69,2400,1.69
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-02,1.7,1.7,1.7,1.7,0,1.7
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-12-01,1.7,1.76,1.67,1.7,18700,1.7
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-28,1.8,1.8,1.8,1.8,0,1.8
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-26,1.74,1.81,1.74,1.8,1700,1.8
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-25,1.72,1.72,1.72,1.72,0,1.72
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-24,1.77,1.77,1.7,1.72,8300,1.72
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-21,1.86,1.86,1.7,1.76,19200,1.76
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-20,1.84,1.87,1.79,1.79,500,1.79
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-19,1.85,1.85,1.85,1.85,0,1.85
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-18,1.72,1.86,1.71,1.85,1000,1.85
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-17,1.74,1.89,1.74,1.82,2300,1.82
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-14,1.77,1.89,1.74,1.76,7200,1.76
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-13,1.85,1.96,1.75,1.75,54400,1.75
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-12,1.8,1.94,1.8,1.81,15300,1.81
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-11,1.7,1.94,1.7,1.85,38900,1.85
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-10,1.66,2.1,1.66,1.78,45700,1.78
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-07,1.47,1.64,1.47,1.63,178800,1.63
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-06,1.52,1.57,1.51,1.51,28200,1.51
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-05,1.56,1.56,1.51,1.51,18100,1.51
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-04,1.51,1.56,1.5,1.52,67600,1.52
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-11-03,1.57,1.65,1.49,1.5,3900,1.5
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-31,1.47,1.55,1.47,1.53,18000,1.53
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-30,1.49,1.53,1.49,1.51,12100,1.51
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-29,1.64,1.64,1.48,1.51,15700,1.51
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-28,1.47,1.5,1.47,1.5,23500,1.5
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-27,1.48,1.48,1.48,1.48,700,1.48
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-24,1.4,1.51,1.4,1.47,42100,1.47
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-23,1.43,1.46,1.4,1.45,18000,1.45
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-22,1.4,1.47,1.4,1.45,10600,1.45
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-21,1.47,1.47,1.46,1.46,1000,1.46
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-20,1.43,1.44,1.43,1.44,1000,1.44
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-17,1.5,1.54,1.41,1.47,49300,1.47
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-16,1.48,1.48,1.48,1.48,0,1.48
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-15,1.49,1.5,1.41,1.48,23400,1.48
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-14,1.55,1.59,1.48,1.48,8400,1.48
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-13,1.55,1.55,1.46,1.53,1200,1.53
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-10,1.58,1.58,1.49,1.56,1400,1.56
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-09,1.65,1.65,1.51,1.55,5900,1.55
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-08,1.62,1.62,1.6,1.61,3000,1.61
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-07,1.6,1.72,1.59,1.6,6500,1.6
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-06,1.56,1.65,1.55,1.63,8200,1.63
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-03,1.61,1.61,1.61,1.61,0,1.61
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-02,1.68,1.68,1.56,1.61,4500,1.61
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-10-01,1.55,1.57,1.55,1.57,14700,1.57
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-30,1.49,1.55,1.49,1.52,1200,1.52
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-29,1.49,1.54,1.49,1.54,2300,1.54
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-26,1.49,1.63,1.43,1.52,15100,1.52
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-25,1.49,1.56,1.45,1.54,4400,1.54
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-24,1.41,1.54,1.41,1.53,29600,1.53
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-23,1.46,1.5,1.45,1.48,10300,1.48
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-22,1.41,1.5,1.36,1.48,105400,1.48
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-19,1.45,1.48,1.36,1.45,74400,1.45
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-18,1.49,1.49,1.46,1.46,25700,1.46
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-17,1.54,1.56,1.29,1.5,63200,1.5
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-16,1.59,1.64,1.56,1.57,16400,1.57
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-15,1.52,1.59,1.5,1.55,8600,1.55
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-12,1.55,1.58,1.55,1.56,7500,1.56
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-11,1.5,1.61,1.5,1.56,31200,1.56
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-10,1.53,1.57,1.52,1.52,11600,1.52
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-09,1.6,1.61,1.55,1.58,14500,1.58
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-08,1.56,1.6,1.54,1.59,29500,1.59
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-05,1.56,1.64,1.56,1.62,5300,1.62
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-04,1.65,1.65,1.55,1.56,107800,1.56
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-03,1.65,1.67,1.6,1.65,21100,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-09-02,1.61,1.66,1.61,1.62,8900,1.62
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-29,1.64,1.66,1.62,1.66,13000,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-28,1.56,1.68,1.56,1.68,3200,1.68
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-27,1.65,1.66,1.63,1.65,15600,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-26,1.66,1.68,1.65,1.65,27100,1.65
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-25,1.62,1.67,1.56,1.66,37500,1.66
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-22,1.69,1.69,1.6,1.62,9300,1.62
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-21,1.67,1.76,1.66,1.68,55900,1.68
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-20,1.78,1.79,1.68,1.69,7200,1.69
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-19,1.85,1.85,1.77,1.77,2700,1.77
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-18,1.79,1.86,1.78,1.78,3800,1.78
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-15,1.76,1.89,1.76,1.86,13700,1.86
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-14,1.82,1.86,1.73,1.8,8500,1.8
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-13,1.8,1.87,1.8,1.83,3200,1.83
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-12,1.91,1.93,1.81,1.82,8800,1.82
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-11,1.78,1.87,1.75,1.84,23700,1.84
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-08,1.79,1.97,1.79,1.84,14600,1.84
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-07,1.94,1.97,1.78,1.79,80400,1.79
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-06,1.97,1.97,1.96,1.96,300,1.96
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-05,1.91,1.95,1.85,1.92,23000,1.92
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-04,2,2.25,1.84,1.92,7800,1.92
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-08-01,1.98,1.99,1.93,1.94,1400,1.94
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-31,1.87,1.98,1.86,1.95,23400,1.95
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-30,1.85,1.85,1.84,1.85,3400,1.85
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-29,1.88,1.88,1.79,1.84,24700,1.84
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-28,1.85,1.88,1.8,1.85,11300,1.85
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-25,1.98,1.98,1.8,1.88,20000,1.88
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-24,1.93,2,1.85,1.92,9700,1.92
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-23,1.84,1.96,1.83,1.95,135900,1.95
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-22,1.83,1.88,1.8,1.84,68700,1.84
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-21,1.89,1.93,1.83,1.84,94900,1.84
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-18,1.94,1.97,1.78,1.87,29300,1.87
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-17,1.96,1.96,1.92,1.96,3500,1.96
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-16,1.86,1.97,1.86,1.97,21600,1.97
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-15,2.05,2.05,1.81,1.89,111400,1.89
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-14,2,2.06,1.99,2.05,25500,2.05
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-11,1.99,2.08,1.99,2.07,53100,2.07
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-10,1.96,2.07,1.96,2,8600,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-09,2.09,2.09,2.02,2.02,3800,2.02
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-08,2.05,2.09,2,2.03,7200,2.03
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-07,2.11,2.11,2.04,2.04,10400,2.04
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-03,2.09,2.15,2.09,2.14,10800,2.14
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-02,2.12,2.15,2.1,2.1,10700,2.1
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-07-01,2.13,2.22,2.06,2.07,6200,2.07
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-30,2.14,2.2,2.09,2.18,14500,2.18
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-27,2.15,2.24,2.08,2.24,13900,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-26,2.1,2.21,1.94,2.12,54600,2.12
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-25,1.98,2.08,1.98,2.07,7300,2.07
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-24,1.95,2.05,1.95,2.05,7000,2.05
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-23,2.08,2.08,1.91,2,40300,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-20,2.07,2.07,1.97,2.04,28800,2.04
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-19,2,2.1,1.97,2.02,6000,2.02
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-18,1.98,2.03,1.98,2,5300,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-17,2.05,2.17,2,2.01,13500,2.01
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-16,2.02,2.08,2.02,2.05,16100,2.05
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-13,2.04,2.17,1.99,2.06,79600,2.06
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-12,2.03,2.1,2,2.04,24200,2.04
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-11,2,2.03,2,2.02,9800,2.02
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-10,1.99,2.04,1.9,2,49100,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-09,2.07,2.08,1.92,2,73500,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-06,2.09,2.18,2.08,2.08,8300,2.08
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-05,2.12,2.19,2.12,2.17,8800,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-04,2.1,2.2,2.05,2.2,63900,2.2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-03,2.2,2.2,2.08,2.15,21300,2.15
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-06-02,2.23,2.24,2.16,2.17,22900,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-30,2.24,2.24,2.24,2.24,800,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-29,2.25,2.28,2.22,2.24,1900,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-28,2.25,2.33,2.23,2.24,7500,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-27,2.33,2.34,2.21,2.25,31900,2.25
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-23,2.33,2.33,2.23,2.31,1300,2.31
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-22,2.3,2.34,2.2,2.21,41300,2.21
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-21,2.26,2.35,2.26,2.3,6800,2.3
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-20,2.26,2.3,2.26,2.3,2400,2.3
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-19,2.35,2.35,2.3,2.3,29000,2.3
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-16,2.35,2.35,2.3,2.35,16700,2.35
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-15,2.33,2.37,2.28,2.36,82500,2.36
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-14,2.25,2.35,2.25,2.31,15500,2.31
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-13,2.35,2.4,2.27,2.29,109300,2.29
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-12,2.2,2.35,2.19,2.22,40400,2.22
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-09,2.18,2.24,2.15,2.2,10800,2.2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-08,2.17,2.24,2.17,2.19,9500,2.19
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-07,2.14,2.25,2.13,2.22,34300,2.22
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-06,2.16,2.23,2.15,2.17,10600,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-05,2.1,2.2,2.01,2.14,49700,2.14
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-02,2.22,2.24,2.22,2.23,19400,2.23
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-05-01,2.24,2.24,2.2,2.23,10200,2.23
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-30,2.24,2.25,2.22,2.24,4400,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-29,2.33,2.33,2.23,2.24,12800,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-28,2.21,2.34,2.21,2.24,10200,2.24
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-25,2.17,2.33,2.15,2.25,25400,2.25
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-24,2.2,2.2,2.13,2.15,2700,2.15
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-23,2.19,2.2,2.13,2.17,19100,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-22,2.2,2.2,2.15,2.16,22700,2.16
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-21,2.19,2.3,2.16,2.17,45600,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-17,2.16,2.18,2.15,2.15,10100,2.15
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-16,2.1,2.18,2.1,2.17,28400,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-15,2.15,2.15,2.08,2.13,10200,2.13
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-14,2.13,2.17,2.11,2.17,12900,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-11,2.16,2.21,2.13,2.13,6500,2.13
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-10,2.17,2.23,2.11,2.13,18500,2.13
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-09,2.2,2.26,2.14,2.22,38900,2.22
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-08,2.19,2.2,2.11,2.19,65200,2.19
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-07,2.15,2.29,2.15,2.2,45600,2.2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-04,2.28,2.34,2.15,2.17,53600,2.17
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-03,2.34,2.38,2.24,2.27,63200,2.27
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-02,2.2,2.39,2.18,2.31,47000,2.31
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-04-01,2.13,2.2,2.09,2.18,60200,2.18
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-31,2.16,2.16,2.12,2.13,4800,2.13
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-28,2.11,2.16,2.1,2.13,28700,2.13
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-27,2.08,2.11,2.07,2.08,23300,2.08
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-26,2.1,2.11,2.03,2.06,40900,2.06
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-25,2.2,2.2,2.08,2.09,88500,2.09
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-24,2.15,2.22,2.1,2.18,56900,2.18
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-21,2.16,2.19,2.03,2.19,49500,2.19
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-20,2.12,2.12,2,2.04,23000,2.04
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-19,2.11,2.13,2.02,2.05,28300,2.05
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-18,2.2,2.2,2.07,2.08,30400,2.08
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-17,2.17,2.2,2.12,2.18,10400,2.18
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-14,2.13,2.19,2.13,2.14,9600,2.14
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-13,2.2,2.2,2.08,2.11,9200,2.11
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-12,2.08,2.16,2.07,2.15,47300,2.15
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-11,2.08,2.08,2,2.07,25700,2.07
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-10,2.1,2.1,1.98,2.05,71500,2.05
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-07,2,2.1,1.98,2.08,117500,2.08
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-06,2.01,2.07,2,2.04,45000,2.04
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-05,1.96,2.03,1.92,1.97,41800,1.97
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-04,1.99,2.03,1.96,1.96,22300,1.96
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-03-03,1.99,2.07,1.95,1.96,21900,1.96
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-28,1.97,2.05,1.96,2,18900,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-27,1.96,2,1.95,2,12500,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-26,1.94,2,1.9,1.95,26400,1.95
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-25,2,2,1.94,1.94,20700,1.94
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-24,2,2,1.91,1.92,6100,1.92
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-21,1.98,2,1.91,1.93,11100,1.93
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-20,1.97,2,1.85,1.93,23400,1.93
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-19,1.93,1.99,1.89,1.97,37000,1.97
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-18,1.88,1.92,1.75,1.86,15800,1.86
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-14,1.93,1.93,1.86,1.93,5900,1.93
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-13,1.87,1.94,1.77,1.94,21300,1.94
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-12,1.92,1.94,1.89,1.93,900,1.93
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-11,1.88,1.98,1.87,1.95,24800,1.95
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-10,1.78,1.91,1.77,1.91,37100,1.91
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-07,1.79,1.8,1.73,1.79,9400,1.79
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-06,1.79,1.79,1.61,1.78,33200,1.78
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-05,1.7,1.8,1.59,1.75,60200,1.75
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-04,1.77,1.86,1.73,1.73,32500,1.73
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-02-03,1.76,2.05,1.76,1.81,6900,1.81
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-31,1.79,2.09,1.75,1.9,9800,1.9
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-30,2.01,2.01,1.81,1.81,9600,1.81
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-29,1.98,2.06,1.8,1.88,20200,1.88
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-28,2.02,2.05,1.84,1.95,54600,1.95
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-27,2.04,2.09,1.88,1.92,19800,1.92
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-24,2.07,2.07,2.01,2.06,4400,2.06
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-23,2.12,2.12,1.93,1.93,6700,1.93
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-22,2,2.15,1.92,2,22400,2
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-21,2.01,2.15,1.93,1.98,18200,1.98
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-17,2.08,2.1,2.03,2.03,13800,2.03
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-16,1.97,2.21,1.97,2.02,15100,2.02
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-15,2.04,2.26,2.04,2.08,21400,2.08
ABCD,$220.4M,-1,Consumer Services,Publishing,2014-01-14,2.27,2.28,1.98,2.09,107600,2.09
